Education and Academics,Academic Performance,score
Random fluctuation,Random fluctuation,Periodic fluctuation,Single Peak Distribution,Random fluctuation,Random fluctuation,Random fluctuation
17.069108289344452,40.199078961054454,78.84159456783733,94.76952640459275,58.30321982490747,43.49066606486262,44.285134012236384
15.483777718625161,57.29703947942869,46.712530584905274,81.48655650868088,55.98284993677499,41.86208648517852,40.521253660320156
22.68752742079436,59.9771417876244,21.520579490125716,79.67436796472016,52.33877465428892,48.816187947123204,31.17724914894661
41.56630122161937,69.37078265522776,7.800598232943933,60.97023415258855,59.146297805694324,46.290195212371714,32.33824554672024
41.138927433119775,55.64916380973,4.158568686643829,50.46832274810995,74.32908261506299,53.66403698086072,20.285916219126022
39.429286249419235,60.10655158256755,9.304607563693596,27.054419716721195,77.53508494368911,71.23548807397765,21.610466870067903
26.29873549918957,96.34782007467722,35.817711058973245,27.864681841269206,100.0,60.449706086538,21.140441569577632
33.35748482641442,90.63067665786417,59.149640077640875,11.274621126713233,96.93174388011928,54.584243000075126,19.175388995403722
35.83790617403385,97.50427263303084,81.726414035419,10.673761668019518,88.95352511633267,64.1982017924739,31.071754981191617
44.163597093812506,100.0,86.36644833963825,10.951463204045831,99.92064717381741,67.28147940395142,41.27341910616571
42.70259391600254,76.98606488627149,85.32339650784385,7.768003384505255,93.27919523119932,62.97253687663671,25.179122997537522
39.53980918724852,89.44534577227058,71.82257376557922,11.599382661151743,97.25132847564079,35.28508791761947,19.908377774556477
43.74659987528444,84.43263719350163,44.14031296592953,3.3301580505088024,84.8747877319201,26.4963137462611,8.374947026200322
36.90572363701694,76.95350215882965,27.382975442639317,2.475543204833472,85.20581911374447,23.493777385347865,14.705662433536542
33.79263468916859,67.35804332150421,6.647098172353029,7.339496905336351,83.88819429796975,16.332805125397634,3.8118242659955843
43.9689597173934,66.47002211122341,6.721409359443717,3.018511647167665,88.49434617734441,0.0,12.94495480484705
48.22557877097034,80.55529068337377,0.8839199770148024,14.381556101717052,78.64785168604386,10.320298048045327,5.955734660466562
48.61607334388403,83.98232646205314,26.82564934899193,8.608069740358546,80.15434818994707,7.64217862531606,6.49529983906459
39.69580000465194,78.99278037492626,59.12388104313536,9.308041985879148,77.0728576663132,10.359117613199622,5.562571609792692
53.08363956827563,65.02195732740515,75.36620571400317,15.699452016933884,81.28210623035058,18.942952122553983,7.38798474465953
46.02976329770488,71.60455757324586,94.83166042920853,0.0,83.03429274582359,18.873755651312354,14.515855967180368
38.38185937055123,51.30521770113718,87.1100630394031,10.47344292726243,86.35643950993148,36.297280064012426,4.1466743022415065
23.836450719139386,39.514114578372876,72.03154738732445,5.9499592928767395,74.42096884816903,72.0798076582485,2.1350011141572445
47.902220884079746,33.142563376378895,42.13541865010261,7.967630703194141,74.87133618449616,72.74826998758273,0.0
